#i	j	d	SdagS
0	1	-0.281934383370747
1	2	-0.2799034514694852
2	3	-0.2862233877980604
0	4	-0.2846625431000406
3	4	-0.2785435413386934
4	5	-0.4735508364556983
5	6	-0.2743961170387564
6	7	-0.4678173373845191
0	8	-0.4712179085451025
7	8	-0.2784753488988688
8	9	-0.2813104434225019
9	10	-0.4632339321136553
1	11	-0.4746515196797902
10	11	-0.2758707420419905
11	12	-0.2778739515732065
12	13	-0.4592078778168859
2	14	-0.4715092662583905
13	14	-0.2828840162619506
14	15	-0.2761069066137817
15	16	-0.4703423762001195
3	17	-0.4723328243263814
16	17	-0.2744845391905794
17	18	-0.2828787867446337
5	19	-0.280830688110757
18	19	-0.4559710654251943
19	20	-0.2846619266903094
6	21	-0.27972117174981
20	21	-0.3283776269125207
21	22	-0.414548193398845
22	23	-0.3287677250363693
7	24	-0.2765759203973299
23	24	-0.4196490804313904
9	25	-0.27819015744516
24	25	-0.3283250430895457
25	26	-0.4175504147815514
26	27	-0.3286371288793302
10	28	-0.2822542803423624
27	28	-0.4108438956286375
12	29	-0.2840221988132036
28	29	-0.3284282633329326
29	30	-0.4085670483547127
30	31	-0.3285918849562521
13	32	-0.2798363154838887
31	32	-0.4143653040109929
15	33	-0.2758504333155729
32	33	-0.3287234045112459
33	34	-0.4191511379779773
34	35	-0.3286406744016005
16	36	-0.276718530626013
35	36	-0.4171341592293338
18	37	-0.2820258587845191
36	37	-0.3289294286351686
37	38	-0.4104765975496675
20	39	-0.407673020278318
38	39	-0.3285031872138029
39	40	-0.2844137512111002
22	41	-0.2792617470190282
40	41	-0.4589897771894939
41	42	-0.2831649103656113
23	43	-0.2753200224215414
42	43	-0.2761915967790058
26	44	-0.2766690789031896
43	44	-0.4704900335356742
44	45	-0.2745389693914195
27	46	-0.2822042298000579
45	46	-0.2829015885419492
30	47	-0.2839282577194217
46	47	-0.4559780001818586
47	48	-0.2809794129985274
31	49	-0.2790839371173374
48	49	-0.2743799101802014
34	50	-0.2763137149512864
49	50	-0.4678233388454373
50	51	-0.2783819211711732
35	52	-0.2779844341301568
51	52	-0.2813443888634453
38	53	-0.2825288952259407
52	53	-0.4630063955307515
40	54	-0.2778308492487257
53	54	-0.2756763871454712
54	55	-0.4746952811295869
42	56	-0.471285916560563
55	56	-0.2798748041873465
45	57	-0.4722573910479758
56	57	-0.2863701013114229
48	58	-0.4735283928479275
57	58	-0.2784916913161536
51	59	-0.471242599635169
55	59	-0.2818630310840239
58	59	-0.2846799509868186
