#i	j	d	SdagS
0	1	-0.2849283669962779
1	2	-0.2849548989697256
2	3	-0.2849687220397171
0	4	-0.2849050647502198
3	4	-0.2849823346501106
4	5	-0.4679163599685676
5	6	-0.2849169177046583
6	7	-0.4679122581403886
0	8	-0.4679419340290179
7	8	-0.2849216611462574
8	9	-0.2848953730644105
9	10	-0.4679534465002995
1	11	-0.4679202448423415
10	11	-0.2849657508605205
11	12	-0.2848999858436275
12	13	-0.468013662802543
2	14	-0.4679005508763044
13	14	-0.2850016407314981
14	15	-0.2849115563012347
15	16	-0.4681191947463491
3	17	-0.4678561924085264
16	17	-0.2849145628579198
17	18	-0.2851003470046734
5	19	-0.2849184259384362
18	19	-0.4679953373393073
19	20	-0.2849735808186059
6	21	-0.2849586051224888
20	21	-0.2850336324472618
21	22	-0.4679118452857791
22	23	-0.2852328599958838
7	24	-0.2849312270440787
23	24	-0.4678853247772313
9	25	-0.2849138788176389
24	25	-0.2849916124302285
25	26	-0.46786407794643
26	27	-0.2851656873571849
10	28	-0.2847713172043257
27	28	-0.4679092855471075
12	29	-0.2847899829417234
28	29	-0.2850564607754176
29	30	-0.4678461739478965
30	31	-0.2850793828407124
13	32	-0.2846137733118709
31	32	-0.4679112490240218
15	33	-0.284611394443695
32	33	-0.2851440243705307
33	34	-0.4678622797706428
34	35	-0.2850120591747626
16	36	-0.2844838663422418
35	36	-0.4678882514081611
18	37	-0.2844011870870051
36	37	-0.2852200390374667
37	38	-0.4679118994333364
20	39	-0.4675411216499049
38	39	-0.2850436080971497
39	40	-0.2849657043136716
22	41	-0.2843849555013996
40	41	-0.4680061640718414
41	42	-0.2850970675876009
23	43	-0.2844651468959268
42	43	-0.2849169572913193
26	44	-0.284573307425853
43	44	-0.4681334220035507
44	45	-0.2849178728298655
27	46	-0.2845745173682632
45	46	-0.2850056042829928
30	47	-0.2847493460963835
46	47	-0.4680348723340853
47	48	-0.2849058041524863
31	49	-0.2847276886025876
48	49	-0.2849714588835995
34	50	-0.2848756864688634
49	50	-0.4679753745951711
50	51	-0.2848986673066484
35	52	-0.284896299998268
51	52	-0.2849295752076053
38	53	-0.2849420393232228
52	53	-0.4679253159184974
40	54	-0.2849077912330004
53	54	-0.2849221631050683
54	55	-0.4679197292252107
42	56	-0.4678584580077965
55	56	-0.2849819112264403
45	57	-0.4679023706241257
56	57	-0.2849690693758684
48	58	-0.4679210882977917
57	58	-0.2849581202381513
51	59	-0.4679429002144111
55	59	-0.2849081249421165
58	59	-0.2849300687630966
