0	0.0086971798065721
1	0.01017731522702728
2	0.009001806410968195
3	0.009908811588614792
4	0.00990500640409391
5	-0.0005345035538869316
6	0.01383968234761588
7	0.01540077652996318
8	-0.0006662334443821422
9	0.01693514587492205
10	0.01531385767665339
11	-0.0007828835295980035
12	0.01683896378673727
13	0.01836422839262206
14	-0.0004357673456614015
15	0.01430058039914888
16	0.01395468006967329
17	-0.0006676140459217131
18	0.01926621201793203
19	0.0182792491629879
20	0.03226046668790492
21	0.02828903601658717
22	0.02967522077881422
23	0.02614537740669271
24	0.02642508150614126
25	0.02786038156316933
26	0.02692207694942831
27	0.03129697836706227
28	0.03019965138768691
29	0.03170695441063003
30	0.0318531158679479
31	0.02868492645315759
32	0.02947231152926626
33	0.02648671011146054
34	0.02665527896611224
35	0.02821258277001197
36	0.02716565329637265
37	0.03124361302203989
38	0.03075288568853861
39	0.03157844050571804
40	0.01720595370197857
41	0.01845455812132682
42	-0.000580166197680143
43	0.0144658909769587
44	0.01384328557229145
45	-0.000564777331947452
46	0.01906172698931526
47	0.01871175479962673
48	-0.0007314476867054695
49	0.01418358204209198
50	0.01573096140308221
51	-0.0007131121299279655
52	0.01736933234851822
53	0.01556506109364005
54	-0.0009304690206291516
55	0.01050199073971747
56	0.009288553129470682
57	0.009914547380029899
58	0.01030866794537954
59	0.008930869062637747
